id,XCoord,YCoord,Address,Zip,Inspection,Abatement,Descriptio,LAT,LNG
57,2729600.5,294185.5,10171 BRIDLE RD,16,2012-08-27 00:00:00,,overgrown,40.10871420747841,-75.02855489827921
58,2729750.5,293536.0,10171 VERREE RD,16,2012-08-27 00:00:00,,overgrown,40.106919419189005,-75.02809044441426
59,2729839.0,293671.0,10175 VERREE RD,16,2012-08-27 00:00:00,,overgrown,40.10728234540058,-75.0277593311321
60,2715277.5,271445.5,1018 UNRUH AVE,11,2013-06-17 00:00:00,,'high grass trash',40.047518943286484,-75.08219338327662
61,2713384.5,267324.5,1018 VAN KIRK ST,49,2013-04-22 00:00:00,,overgrown,40.03636820847838,-75.08939529581772
62,2716989.5,273897.0,1019 SAINT VINCENT ST,11,2012-09-21 00:00:00,,overgrown,40.05410339772397,-75.07581600233587
63,2714981.5,276142.5,1020 COTTMAN AVE,11,2013-06-18 00:00:00,,overgrown,40.06043140986568,-75.08274353844043
64,2714834.0,264951.0,1020 SANGER ST,24,2012-09-08 00:00:00,2012-10-10 00:00:00,overgrown,40.029735660403055,-75.08447686520127
65,2713397.5,267315.5,1020 VAN KIRK ST,49,2013-04-22 00:00:00,,overgrown,40.03634243863384,-75.08934985822748
66,2739273.0,283610.0,10203 AMBRIDGE PL,14,2012-07-02 00:00:00,,overgrown,40.078874130884955,-74.99517071028896
67,2741112.5,282172.5,10205 E KESWICK RD,14,2012-09-13 00:00:00,,'weeds feces',40.07477227818024,-74.98876099512363
68,2741171.5,282225.0,10213 E KESWICK RD,14,2012-08-30 00:00:00,,overgrown,40.07491126269418,-74.98854440711972
69,2713187.5,262415.5,1022 FILLMORE ST,24,2013-04-08 00:00:00,2013-04-26 00:00:00,trash,40.02291481859587,-75.09062637943364
70,2713187.5,262415.5,1022 FILLMORE ST,24,2013-04-29 00:00:00,2013-08-24 00:00:00,overgrown,40.02291481859587,-75.09062637943364
71,2713096.0,262205.0,1022 FOULKROD ST,24,2013-05-21 00:00:00,,overgrown,40.02234479507879,-75.09097556767063
72,2739644.0,283531.5,10228 CALERA RD,14,2012-07-02 00:00:00,,trash,40.078626972456924,-74.99385432754536
73,2739446.0,283881.0,10229 AMBRIDGE PL,14,2013-05-10 00:00:00,2013-05-30 00:00:00,'pool weeds',40.07960288039717,-74.99452257762503
74,2724752.5,289633.0,1023 WELSH RD,15,2012-07-26 00:00:00,2012-08-21 00:00:00,overgrown,40.09663170713874,-75.04637709999744
75,2713547.5,267466.0,1024 HOWELL ST,49,2013-01-30 00:00:00,,'feces rental',40.03674298620343,-75.0887982127414
76,2713547.5,267466.0,1024 HOWELL ST,49,2013-03-18 00:00:00,,trash,40.03674298620343,-75.0887982127414
77,2715346.5,271398.5,1024 UNRUH AVE,11,2013-06-18 00:00:00,,overgrown,40.04738426029749,-75.0819521068177
78,2715780.5,277403.5,1025 SHELMIRE AVE,11,2013-04-22 00:00:00,,overgrown,40.06382514626431,-75.07975416816564
79,2713226.0,262388.5,1026 FILLMORE ST,24,2013-04-08 00:00:00,,trash,40.022837551749824,-75.09049187685883
80,2715369.5,271383.0,1026 UNRUH AVE,11,2013-06-18 00:00:00,2013-07-11 00:00:00,'weeds frig doors',40.04733982316567,-75.08187166356092
81,2688265.5,278796.5,1028 E DURHAM ST,50,2013-06-14 00:00:00,,overgrown,40.069888950621554,-75.1778716003276
82,2715838.0,277364.0,1029 SHELMIRE AVE,11,2013-04-22 00:00:00,2013-05-28 00:00:00,overgrown,40.06371199168575,-75.07955309610638
83,2713149.0,266793.0,1030 E CHELTENHAM AVE,24,2012-10-04 00:00:00,,trash,40.0349293105417,-75.09029311367749
84,2713356.0,262462.5,1031 FILLMORE ST,24,2013-04-23 00:00:00,,trash,40.02302985210911,-75.090019953806
85,2713356.0,262462.5,1031 FILLMORE ST,24,2013-05-21 00:00:00,,'weeds rental',40.02302985210911,-75.090019953806
86,2713230.0,267346.5,1033 ALCOTT ST,24,2012-10-24 00:00:00,2012-11-28 00:00:00,overgrown,40.03644134813626,-75.08994444490251
87,2713230.0,267346.5,1033 ALCOTT ST,49,2013-06-24 00:00:00,2013-08-13 00:00:00,trash,40.03644134813626,-75.08994444490251
88,2715725.0,271692.0,1033 KERPER ST,11,2012-08-24 00:00:00,,'high grass trash',40.04815818989123,-75.08056908452872
89,2717786.0,280245.0,1033 RHAWN ST,11,2013-05-24 00:00:00,2013-06-20 00:00:00,overgrown,40.071455140728254,-75.07228455145103
90,2715677.0,271528.0,1036 KERPER ST,11,2012-08-23 00:00:00,2012-09-27 00:00:00,overgrown,40.04771217862523,-75.08075816146605
91,2715485.5,271304.5,1036 UNRUH AVE,11,2013-06-11 00:00:00,,overgrown,40.04711480985947,-75.08146598653934
92,2715689.0,271520.0,1038 KERPER ST,11,2012-08-24 00:00:00,,overgrown,40.04768923220279,-75.08071618187645
93,2715510.0,271289.5,1038 UNRUH AVE,11,2013-06-18 00:00:00,,trash,40.04707161990837,-75.08138013461432
94,2723430.0,286541.0,1039 BINGHAM ST,15,2012-08-29 00:00:00,,'weeds tree encroaching',40.08825882108935,-75.05143980717158
95,2733086.0,304432.5,104 OVERHILL AVE,16,2012-08-28 00:00:00,,overgrown,40.13653431931857,-75.01496544203508
96,2713216.0,266747.0,1040 E CHELTENHAM AVE,24,2013-05-21 00:00:00,2013-06-29 00:00:00,overgrown,40.034797553691405,-75.09005889753942
97,2713654.5,267393.5,1040 HOWELL ST,49,2013-04-08 00:00:00,,feces,40.03653520495822,-75.08842405754454
98,2713654.5,267393.5,1040 HOWELL ST,49,2013-05-31 00:00:00,,'weeds pool',40.03653520495822,-75.08842405754454
99,2713667.5,267384.0,1042 HOWELL ST,49,2013-05-31 00:00:00,,pool,40.03650806279408,-75.08837867402097
100,2688583.0,279055.0,1047 E MOUNT PLEASANT AVE,50,2013-05-31 00:00:00,,overgrown,40.07057287397604,-75.17671072458978
101,2714980.5,269820.0,1047 LEVICK ST,11,2013-05-13 00:00:00,,overgrown,40.04308341082904,-75.0834290386646
102,2672352.0,232724.5,1048 COBBS CREEK PKWY,43,2012-09-26 00:00:00,,'weeds rental',39.944725045558876,-75.23938787727221
103,2671947.0,239635.0,105 N 60TH ST,39,2012-08-14 00:00:00,2013-02-06 00:00:00,overgrown,39.963719173565295,-75.24013135315778
104,2672362.0,232711.5,1050 COBBS CREEK PKWY,43,2012-09-26 00:00:00,,overgrown,39.944688593019066,-75.23935354478365
105,2733266.5,304702.0,106 COUNTY LINE RD,16,2012-08-28 00:00:00,2012-11-02 00:00:00,lot overgrown,40.13725842413567,-75.01429032528011
106,2705266.5,272074.0,107 W WALNUT PARK DR,20,2013-05-21 00:00:00,,overgrown,40.050067984427436,-75.11786874438752
107,2715162.5,269696.5,1071 LEVICK ST,11,2013-06-14 00:00:00,,'weeds fence',40.042729458114785,-75.08279261468266
108,2713651.0,263005.5,1074 WAKELING ST,24,2013-05-22 00:00:00,,overgrown,40.02449538241336,-75.08890869179189
109,2729766.0,295437.0,10758 JEANES ST,16,2012-08-28 00:00:00,,overgrown,40.11213407609552,-75.02782560323993
110,2742180.5,282555.0,10769 HELMER DR,54,2013-05-10 00:00:00,2013-06-04 00:00:00,overgrown,40.0757300524705,-74.98490377148923
111,2729955.5,295482.5,10770 JEANES ST,16,2012-08-28 00:00:00,,rental,40.11224288464269,-75.02714339309854
112,2730049.5,295505.0,10776 JEANES ST,16,2012-08-28 00:00:00,2012-09-27 00:00:00,overgrown,40.11229666492496,-75.02680499496306
113,2730081.0,295512.5,10778 JEANES ST,16,2012-08-28 00:00:00,2012-09-27 00:00:00,overgrown,40.112314577357964,-75.0266915998655
114,2730113.0,295520.0,10780 JEANES ST,16,2012-08-28 00:00:00,2012-09-27 00:00:00,overgrown,40.11233244735787,-75.0265764179083
115,2726742.5,297420.5,10784 LOCKART RD,16,2013-04-08 00:00:00,,'high grass trash',40.11783171773394,-75.03841268236123
116,2729531.0,296153.0,10798 HEATHER ST,16,2012-08-28 00:00:00,,overgrown,40.11411851732142,-75.0285865233618
117,2729531.0,296153.0,10798 HEATHER ST,16,2013-06-06 00:00:00,,overgrown,40.11411851732142,-75.0285865233618
118,2733387.0,304600.0,108 COUNTY LINE RD,16,2012-08-28 00:00:00,,overgrown,40.13696831204164,-75.01387085125432
119,2731091.0,295039.0,10811 PROCTOR RD,16,2012-10-02 00:00:00,,'weeds fence',40.11092984737245,-75.02313453463236
120,2729740.5,296425.0,10816 HEATHER ST,16,2013-06-06 00:00:00,2013-09-28 00:00:00,overgrown,40.114847109293414,-75.02780786152559
121,2729740.5,296425.0,10816 HEATHER ST,16,2012-08-27 00:00:00,,overgrown,40.114847109293414,-75.02780786152559
122,2740866.0,283753.5,10820 PELLE CIR W,54,2012-10-04 00:00:00,,overgrown,40.07913133092724,-74.98946482118355
123,2727044.5,297424.0,10824 LOCKART CT,16,2013-05-01 00:00:00,,overgrown,40.117815865028525,-75.03733297939482
124,2739763.5,284676.5,10824 MODENA TER,54,2012-08-17 00:00:00,,'high grass trash ',40.08175835687021,-74.99329979562992
125,2743807.0,281037.0,10850 ELLICOTT RD,54,2013-06-26 00:00:00,2013-07-22 00:00:00,overgrown,40.071425098347156,-74.97926470455286
126,2743807.0,281037.0,10850 ELLICOTT RD,54,2013-05-02 00:00:00,,overgrown,40.071425098347156,-74.97926470455286
127,2740585.0,284813.5,10859 HARROW RD,14,2013-05-23 00:00:00,,'high grass trash',40.0820638327314,-74.99035014730059
128,2740171.5,285101.0,10863 ACADEMY RD,54,2012-09-13 00:00:00,,overgrown,40.082888122958416,-74.99179506873536
129,2713492.5,267031.5,1088 ALCOTT ST,49,2012-07-03 00:00:00,2013-08-07 00:00:00,'feces weeds',40.03555532268466,-75.0890412952549
130,2743358.0,281770.5,10882 KNIGHTS RD,54,2013-04-29 00:00:00,,overgrown,40.073476302160834,-74.98078608627385
131,2728682.0,299447.5,109 MARITA ST,16,2012-08-28 00:00:00,,overgrown,40.12322974756434,-75.03125802071607
132,2727362.0,297857.5,10921 NANDINA CT,16,2012-10-12 00:00:00,,overgrown,40.11897853250645,-75.03615064076934
133,2741831.5,284675.0,10923 CAREY TER,54,2013-06-13 00:00:00,,rental,40.08157682471456,-74.9859131962496
134,2742335.0,284333.0,10924 KESWICK RD,54,2012-10-16 00:00:00,,overgrown,40.08059518925819,-74.9841530036345
135,2727369.5,298003.0,10924 NANDINA CT,16,2012-09-14 00:00:00,2012-12-06 00:00:00,overgrown,40.11937712401283,-75.03610785058565
136,2727333.5,297531.0,10926 NANDINA CT,16,2012-09-14 00:00:00,,pool,40.1180850828179,-75.0362883674752
137,2740877.5,285011.0,10952 MODENA DR,54,2013-06-26 00:00:00,,pool,40.08258063533558,-74.9892832888379
138,2715322.0,269660.0,1100 ELBRIDGE ST,11,2012-08-24 00:00:00,,rental,40.042616083688266,-75.08222713666265
139,2716106.5,271909.5,1100 GLENVIEW ST,11,2013-06-18 00:00:00,,overgrown,40.04872332034372,-75.07918352854851
140,2716885.0,273057.5,1100 PRINCETON AVE,11,2013-05-29 00:00:00,,'weeds rental',40.0518086139014,-75.07627991009348
141,2715197.0,276231.5,1101 COTTMAN AVE,11,2012-07-21 00:00:00,,overgrown,40.060657746548884,-75.08196439745522
142,2714837.0,268560.0,1101 DEVEREAUX AVE,49,2013-05-07 00:00:00,,overgrown,40.03963803053408,-75.08407716992119
143,2713088.0,261751.0,1103 ARROTT ST,24,2012-09-22 00:00:00,,overgrown,40.021099736651536,-75.09105291918468
144,2713088.0,261751.0,1103 ARROTT ST,24,2012-09-22 00:00:00,,overgrown,40.021099736651536,-75.09105291918468
145,2715210.0,276222.0,1103 COTTMAN AVE,11,2012-07-21 00:00:00,,'weeds garage door',40.06063060186682,-75.08191900038219
146,2713307.0,262053.5,1104 FOULKROD ST,24,2013-05-29 00:00:00,,'trash personal property',40.02191165808542,-75.0902388105756
147,2713082.0,261723.0,1105 ARROTT ST,24,2012-09-22 00:00:00,,'weeds rental',40.02102340396505,-75.09107734205422
148,2725156.5,287531.0,1105 CRESWOOD RD,15,2013-04-08 00:00:00,,'fence trash',40.09083023806762,-75.04516378237665
149,2716240.0,272012.5,1105 GLENVIEW ST,11,2013-06-18 00:00:00,,lot overgrown,40.04899485537961,-75.07869576443969
150,2714405.5,263708.0,1105 KENWYN ST,24,2012-07-19 00:00:00,2012-08-30 00:00:00,overgrown,40.0263605181172,-75.08614019107338
151,2716615.5,277971.5,1106 TABOR LN,11,2013-06-18 00:00:00,,trash,40.06531432091216,-75.07671087360508
152,2715233.0,276222.0,1107 COTTMAN AVE,11,2012-07-21 00:00:00,,overgrown,40.060628694601235,-75.08183686865026
153,2714851.5,270248.0,1107 PASSMORE ST,11,2012-11-06 00:00:00,,'weeds av',40.04426847568778,-75.08384342772129
154,2728526.5,298924.0,11074 GREINER RD,16,2013-06-06 00:00:00,2013-09-11 00:00:00,overgrown,40.12180650439089,-75.03187141388239
155,2715170.0,276009.0,1108 COTTMAN AVE,11,2013-02-14 00:00:00,,rental,40.06004947608861,-75.08208482348962
156,2713556.5,262326.0,1109 FILLMORE ST,24,2012-07-19 00:00:00,2012-09-14 00:00:00,overgrown,40.02263873539684,-75.08931905599542
157,2715962.0,271523.5,1109 KERPER ST,11,2012-09-24 00:00:00,,overgrown,40.04767618330176,-75.07974112256127
158,2718412.0,281189.5,1110 SOLLY PL,11,2013-05-24 00:00:00,,overgrown,40.07399458680598,-75.06994638943024
159,2743105.5,285403.0,11101 WALDEMIRE DR,54,2013-05-24 00:00:00,,overgrown,40.083464749132155,-74.98128101469513
160,2713449.0,262135.0,1111 FOULKROD ST,24,2013-05-21 00:00:00,,overgrown,40.02212354430728,-75.08972325953619
161,2713517.5,262189.0,1112 FILLMORE ST,24,2013-05-21 00:00:00,,trash,40.022266049604625,-75.0894729800741
162,2715193.5,270485.0,1112 GILHAM ST,11,2013-01-18 00:00:00,,overgrown,40.04489042582283,-75.08259689454452
163,2715078.5,264635.0,1113 BRILL ST,24,2012-07-24 00:00:00,,'weeds rental',40.02884833950632,-75.08363823087747
164,2715078.5,264635.0,1113 BRILL ST,24,2013-06-18 00:00:00,,trash,40.02884833950632,-75.08363823087747
165,2713469.5,262121.0,1113 FOULKROD ST,24,2013-05-21 00:00:00,,overgrown,40.022083435082784,-75.08965160212186
166,2744766.5,283459.5,11133 DRAKE DR,54,2013-01-11 00:00:00,,overgrown,40.07798917578291,-74.9755660704024
167,2743536.0,285830.0,11133 TEMPLETON DR,54,2013-02-06 00:00:00,,'trash rental',40.08459927997981,-74.97969539777945
168,2713540.5,262173.5,1114 FILLMORE ST,24,2013-05-21 00:00:00,,trash,40.02222161768524,-75.0893925616555
169,2713602.0,262397.5,1114 HARRISON ST,24,2013-05-21 00:00:00,,overgrown,40.022831159702804,-75.0891489775221
170,2744543.0,283980.5,11140 DORA DR,54,2013-05-24 00:00:00,,overgrown,40.079437942749024,-74.97630588576482
171,2715404.5,276130.0,1115 COTTMAN AVE,11,2012-08-24 00:00:00,,'high grass trash',40.06036203594725,-75.08123438283592
172,2713428.0,261964.0,1116 FOULKROD ST,24,2013-05-21 00:00:00,,'high grass trash',40.021656078040614,-75.0898165961432
173,2716748.5,277910.0,1116 TABOR LN,11,2012-08-09 00:00:00,,overgrown,40.065134522476406,-75.07624255765285
174,2713805.0,266934.5,1117 ALCOTT ST,49,2013-01-07 00:00:00,,'high grass trash',40.03526331735879,-75.08793622554765
175,2715418.5,269505.0,1117 LEVICK ST,11,2012-08-09 00:00:00,2012-09-25 00:00:00,overgrown,40.04218278299353,-75.0818993550491
176,2715120.5,264606.5,1119 BRILL ST,24,2012-08-21 00:00:00,,overgrown,40.02876665863616,-75.08349139375929
177,2715120.5,264606.5,1119 BRILL ST,24,2012-09-28 00:00:00,,overgrown,40.02876665863616,-75.08349139375929
178,2715460.0,276071.5,1119 COTTMAN AVE,11,2013-06-24 00:00:00,2013-08-16 00:00:00,overgrown,40.0601969164765,-75.08104251153897
179,2713546.0,262068.5,1119 FOULKROD ST,24,2013-05-21 00:00:00,,'high grass trash',40.02193305610142,-75.08938422591676
180,2714940.5,270187.0,1119 PASSMORE ST,11,2012-11-06 00:00:00,,'weeds feces',40.04409372457627,-75.08353226754718
181,2705280.0,271500.5,112 E WALNUT PARK DR,20,2013-05-29 00:00:00,,overgrown,40.04849325506538,-75.1178815915627
182,2719992.0,289627.0,112 KINGFIELD RD,15,2012-12-10 00:00:00,,trash,40.09701399881546,-75.06338615147504
183,2728573.5,299321.0,112 MARITA ST,16,2012-08-28 00:00:00,,overgrown,40.12289182373458,-75.03165974093496
184,2715357.0,275879.5,1120 COTTMAN AVE,11,2013-06-25 00:00:00,,'weeds trash,40.05967863838228,-75.08143104054598
185,2716457.5,272002.0,1120 LONGSHORE AVE,11,2012-12-10 00:00:00,2013-01-07 00:00:00,overgrown,40.04894798461303,-75.07792035278239
186,2715196.0,264691.5,1120 SANGER ST,24,2013-04-02 00:00:00,,overgrown,40.02899363002497,-75.08321274947784
187,2715196.0,264691.5,1120 SANGER ST,24,2013-04-12 00:00:00,,trash,40.02899363002497,-75.08321274947784
188,2715134.0,264597.5,1121 BRILL ST,24,2012-08-16 00:00:00,,overgrown,40.02874084500958,-75.08344417886312
189,2715147.5,264588.5,1123 BRILL ST,24,2012-09-28 00:00:00,2012-11-26 00:00:00,overgrown,40.02871503136352,-75.08339696400287
190,2715147.5,264588.5,1123 BRILL ST,24,2013-05-22 00:00:00,,overgrown,40.02871503136352,-75.08339696400287
191,2714971.5,270166.0,1123 PASSMORE ST,11,2012-11-06 00:00:00,,overgrown,40.04403353427227,-75.08342385963473
192,2715062.5,264436.0,1124 BRILL ST,24,2012-09-22 00:00:00,2012-11-08 00:00:00,overgrown,40.02830363568322,-75.08371679063478
193,2715062.5,264436.0,1124 BRILL ST,24,2013-05-22 00:00:00,2013-06-15 00:00:00,overgrown,40.02830363568322,-75.08371679063478
194,2715056.0,268493.5,1124 MC KINLEY ST,11,2012-10-23 00:00:00,2012-11-16 00:00:00,overgrown,40.03943741523166,-75.08330254513187
195,2715003.5,264341.0,1125 BRIDGE ST,24,2012-07-19 00:00:00,,overgrown,40.02804785719447,-75.08393761587543
196,2715160.5,264579.5,1125 BRILL ST,24,2013-05-22 00:00:00,,rental,40.028689259137536,-75.08335153381184
197,2727473.0,291640.5,1126 GLENN ST,15,2013-03-28 00:00:00,,trash,40.101910903289586,-75.0364368837719
198,2727473.0,291640.5,1126 GLENN ST,15,2013-06-27 00:00:00,,overgrown,40.101910903289586,-75.0364368837719
199,2715016.5,264332.0,1127 BRIDGE ST,24,2012-07-19 00:00:00,,overgrown,40.02802208518155,-75.0838921859256
200,2716054.5,271132.5,1127 UNRUH AVE,11,2013-06-17 00:00:00,,'high grass trash',40.04659565630277,-75.07945310069883
201,2715029.5,264322.5,1129 BRIDGE ST,24,2012-07-19 00:00:00,,overgrown,40.0279949412165,-75.08384680990484
202,2715187.0,264561.5,1129 BRILL ST,24,2013-05-22 00:00:00,,overgrown,40.0286376731907,-75.08325888890137
203,2735373.5,298210.5,1129 BYBERRY RD,16,2013-05-01 00:00:00,,'trash personal property',40.11926779340405,-75.00747894189126
204,2716162.5,271389.0,1129 KERPER ST,11,2012-09-24 00:00:00,2012-10-17 00:00:00,'high grass trash ',40.04729049205138,-75.07903981343908
205,2715101.5,264409.5,1130 BRILL ST,24,2013-05-22 00:00:00,,overgrown,40.02822769126324,-75.0835804467267
206,2713569.0,261860.0,1130 FOULKROD ST,24,2012-09-08 00:00:00,,overgrown,40.02135905641977,-75.08932456665538
207,2716095.0,271239.5,1130 KERPER ST,11,2013-06-17 00:00:00,,overgrown,40.046885887887264,-75.07929695118546
208,2715200.5,264552.5,1131 BRILL ST,24,2012-09-28 00:00:00,,overgrown,40.02861185946837,-75.08321167418332
209,2713784.5,262168.0,1131 FILLMORE ST,24,2013-01-16 00:00:00,,trash,40.02218634641227,-75.0885223337747
210,2715031.0,270125.5,1131 PASSMORE ST,11,2012-12-11 00:00:00,,feces,40.043917476363305,-75.08321580779433
211,2714969.0,264160.5,1132 BRIDGE ST,24,2013-06-12 00:00:00,,overgrown,40.027555447573015,-75.08408020868978
212,2715055.5,264305.5,1133 BRIDGE ST,24,2012-07-19 00:00:00,2012-09-13 00:00:00,overgrown,40.02794614096876,-75.08375584238674
213,2715213.5,264543.5,1133 BRILL ST,24,2012-09-28 00:00:00,,overgrown,40.028586087169025,-75.08316624413166
214,2713889.0,262393.5,1133 HARRISON ST,24,2013-05-21 00:00:00,,'weeds rental',40.022796445079585,-75.08812511515072
